20191106
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,336.50,336.50,334.85,335.73,-4.56,-1.34%,335.51,558.00,"187,217,320.00",-,,
Au99.99,343.00,343.00,335.01,336.05,-4.94,-1.45%,335.76,"9,917.44","3,323,861,472.20",-,,
Au100g,339.13,339.95,336.00,336.48,-4.59,-1.35%,337.19,43.40,"14,634,370.00",-,,
iAu99.99,337.00,337.00,333.55,334.54,-5.46,-1.61%,334.13,"1,742.90","582,357,896.00",-,,
Au(T+D),339.70,341.98,334.53,335.60,-5.97,-1.75%,336.36,"98,194.00","33,029,167,140.00","250,478",空支付给多,"13,254"
Au(T+N1),345.50,345.50,340.95,341.90,-5.35,-1.54%,342.20,142.40,"48,726,670.00","116,404",多支付给空,"4,000"
Au(T+N2),339.80,339.80,335.80,336.20,-5.65,-1.65%,336.80,"2,868.60","966,113,600.00","339,580",多支付给空,800
mAu(T+D),340.00,340.00,334.80,335.97,-5.65,-1.65%,336.51,"16,255.40","5,470,261,208.00","974,326",多支付给空,"27,058"
Pt99.95,214.47,214.67,214.00,214.21,-3.69,-1.69%,214.28,62.00,"13,285,820.00",-,,
Ag99.99,"4,261","4,261","4,261","4,261",-139,-3.16%,"4,261","1,800.00","7,669,800.00",120,,
Ag(T+D),"4,341","4,344","4,215","4,225",-139,-3.19%,"4,265","16,074,110.00","68,569,109,896.00","11,378,122",多支付给空,"600,000"
NYAuTN06,343.55,343.55,338.50,339.60,-5.25,-1.52%,340.05,765.60,"260,361,650.00","24,550",,
NYAuTN12,339.95,339.95,334.70,336.00,-5.65,-1.65%,336.55,799.80,"269,176,960.00","27,742",,
PGC30g,344.71,344.71,341.80,341.93,-6.18,-1.78%,342.68,1.80,"616,832.40",-,,
