20200312
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,365.10,365.50,364.50,365.09,-3.18,-0.86%,364.97,152.00,"55,476,200.00",-,,
Au99.99,373.00,373.00,364.80,366.49,-3.51,-0.95%,366.03,"11,920.40","4,179,631,287.60",-,,
Au100g,373.00,373.00,365.50,367.19,-2.80,-0.76%,366.95,51.60,"18,934,770.00",-,,
iAu99.99,366.00,366.00,365.85,365.85,-5.51,-1.48%,365.86,"4,204.70","1,538,349,495.00",-,,
Au(T+D),370.19,370.90,364.58,366.25,-1.88,-0.51%,366.92,"141,384.00","51,877,583,700.00","278,702",空支付给多,"10,978"
Au(T+N1),370.20,374.45,366.00,367.10,-3.05,-0.82%,367.55,82.80,"30,432,450.00","149,642",,
Au(T+N2),374.55,374.60,369.70,370.00,-4.40,-1.18%,370.15,154.00,"57,001,900.00","114,110",多支付给空,"1,740"
mAu(T+D),370.01,370.96,364.70,366.25,-1.91,-0.52%,366.75,"32,686.80","11,988,058,082.00","1,022,814",多支付给空,"70,874"
Pt99.95,202.00,202.00,199.50,200.08,-2.96,-1.46%,200.02,404.00,"80,811,200.00",-,,
Ag99.99,"4,015","4,015","4,015","4,015",-85,-2.07%,"4,015",30.00,"120,450.00",2,,
Ag(T+D),"4,061","4,064","3,938","3,988",-75,-1.85%,"3,997","14,143,538.00","56,531,999,588.00","13,163,320",空支付给多,"295,950"
NYAuTN06,372.70,372.85,366.50,367.85,-2.35,-0.63%,368.55,"1,264.00","465,871,830.00","53,234",,
NYAuTN12,375.95,376.25,369.80,370.95,-2.95,-0.79%,371.90,668.80,"248,724,630.00","33,822",,
PGC30g,373.50,373.50,371.30,371.73,-2.72,-0.73%,372.32,0.66,"245,731.20",-,,
