20191120
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,325.40,334.00,325.40,333.60,0.70,0.21%,332.80,492.00,"163,740,120.00",-,,
Au99.99,333.88,334.30,331.52,333.60,1.15,0.35%,333.97,"19,361.56","6,314,343,641.80",-,,
Au100g,332.31,335.00,332.31,335.00,1.13,0.34%,334.35,12.00,"4,012,276.00",-,,
iAu99.99,329.57,333.90,329.57,329.96,-2.32,-0.70%,329.96,0.22,"72,592.00",-,,
Au(T+D),332.27,334.13,331.46,333.34,1.22,0.37%,333.21,"52,994.00","17,658,536,120.00","204,554",空支付给多,"9,374"
Au(T+N1),339.45,339.50,337.40,338.10,0.15,0.04%,338.20,70.60,"23,876,820.00","98,442",,
Au(T+N2),333.35,335.50,333.05,335.00,1.00,0.30%,334.60,225.60,"75,484,260.00","290,298",多支付给空,
mAu(T+D),332.58,334.37,331.77,333.56,1.37,0.41%,333.40,"6,315.40","2,105,564,942.00","998,906",多支付给空,"29,208"
Pt99.95,211.78,212.18,211.78,212.02,2.52,1.20%,212.00,122.00,"25,864,040.00",-,,
Ag99.99,"4,124","4,124","4,124","4,124",-3,-0.07%,"4,124","4,020.00","16,578,480.00",268,,
Ag(T+D),"4,124","4,142","4,088","4,122",22,0.54%,"4,118","8,153,846.00","33,584,183,522.00","13,033,998",多支付给空,"18,450"
沪纽金TN06,337.15,339.00,336.45,338.35,1.60,0.48%,338.00,312.80,"105,735,450.00","31,346",,
沪纽金TN12,332.05,334.05,331.60,333.55,2.10,0.63%,333.10,203.00,"67,615,800.00","26,320",,
PGC30g,340.23,340.30,340.00,340.17,0.99,0.29%,340.17,0.18,"61,231.80",-,,
