20200102
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,340.90,341.90,340.90,341.57,-1.00,-0.29%,341.50,580.00,"198,074,200.00",-,,
Au99.99,341.95,343.00,340.80,341.91,1.11,0.33%,341.97,"26,602.82","9,013,929,336.60",-,,
Au100g,341.95,343.40,341.08,343.33,0.42,0.12%,342.69,25.60,"8,772,900.00",-,,
iAu99.99,340.40,340.45,340.40,340.40,-1.14,-0.33%,340.40,100.20,"34,108,090.00",-,,
Au(T+D),341.00,341.80,340.71,341.29,-0.76,-0.22%,341.43,"28,048.00","9,576,606,820.00","261,248",多支付给空,"18,474"
Au(T+N1),345.80,346.35,345.80,345.90,-1.05,-0.30%,346.15,416.40,"144,147,130.00","115,606",,
Au(T+N2),349.65,349.70,349.00,349.30,-1.10,-0.31%,349.35,194.80,"68,057,720.00","83,654",,
mAu(T+D),341.48,342.10,340.65,341.52,-0.71,-0.21%,341.78,"5,757.40","1,967,773,070.00","1,075,658",空支付给多,"68,838"
Pt99.95,224.60,224.75,223.10,223.58,-1.00,-0.45%,224.23,82.00,"18,387,260.00",-,,
Ag99.99,"4,320","4,326","4,318","4,320",-24,-0.55%,"4,320","15,090.00","65,189,340.00","1,006",,
Ag(T+D),"4,310","4,310","4,276","4,289",-45,-1.04%,"4,293","4,295,894.00","18,443,113,912.00","13,393,550",空支付给多,"183,120"
NYAuTN06,344.80,345.35,344.70,344.90,-0.35,-0.10%,345.15,134.00,"46,251,550.00","35,034",,
NYAuTN12,348.65,349.60,348.65,349.00,-0.20,-0.06%,349.30,243.80,"85,164,370.00","9,660",,
PGC30g,347.76,347.76,347.75,347.75,-1.15,-0.33%,347.75,0.12,"41,730.60",-,,
