20200311
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,368.10,368.50,368.10,368.27,1.74,0.47%,368.14,110.00,"40,495,400.00",-,,
Au99.99,368.88,370.00,366.20,370.00,2.99,0.81%,368.64,"8,786.90","3,176,518,733.60",-,,
Au100g,369.00,370.97,367.50,369.99,1.41,0.38%,368.84,34.20,"12,614,540.00",-,,
iAu99.99,367.98,371.37,367.98,371.36,2.82,0.77%,371.36,"1,874.76","696,222,452.40",-,,
Au(T+D),367.30,369.90,366.22,369.64,0.19,0.05%,368.13,"120,522.00","44,368,718,960.00","272,962",空支付给多,"25,768"
Au(T+N1),367.05,371.95,367.05,371.65,2.65,0.72%,370.15,69.20,"25,616,320.00","149,460",多支付给空,400
Au(T+N2),373.00,375.00,372.10,374.20,1.10,0.29%,374.40,78.40,"29,353,790.00","113,326",多支付给空,"1,890"
mAu(T+D),367.44,370.05,366.17,369.71,-0.17,-0.05%,368.16,"20,748.60","7,638,805,688.00","1,056,570",多支付给空,"81,972"
Pt99.95,201.00,204.10,200.50,203.04,0.17,0.08%,202.38,346.00,"70,024,580.00",-,,
Ag99.99,"4,100","4,100","4,100","4,100",12,0.29%,"4,100",30.00,"123,000.00",2,,
Ag(T+D),"4,060","4,087","4,036","4,064",42,1.04%,"4,063","8,153,856.00","33,135,600,690.00","12,978,682",多支付给空,"76,800"
NYAuTN06,368.90,372.10,367.75,371.55,-0.15,-0.04%,370.20,981.80,"363,465,460.00","53,238",,
NYAuTN12,375.80,375.80,371.50,375.25,1.65,0.44%,373.90,"1,088.60","407,031,720.00","32,078",,
PGC30g,374.46,375.00,373.91,374.45,0.47,0.13%,374.42,0.42,"157,257.00",-,,
