20191113
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,329.70,330.90,329.70,330.47,3.22,0.98%,330.09,326.00,"107,610,400.00",-,,
Au99.99,328.98,331.20,321.40,330.90,3.08,0.94%,330.53,"16,441.66","5,322,440,535.80",-,,
Au100g,327.41,332.00,327.41,331.98,3.82,1.16%,330.20,39.00,"12,877,872.00",-,,
iAu99.99,329.25,329.40,329.25,329.30,2.47,0.76%,329.30,400.00,"131,720,000.00",-,,
Au(T+D),327.81,330.88,326.70,330.74,1.77,0.54%,329.14,"69,246.00","22,791,952,860.00","220,014",多支付给空,"19,266"
Au(T+N1),333.75,336.15,333.00,336.00,3.10,0.93%,334.45,143.60,"48,024,870.00","118,028",多支付给空,"1,000"
Au(T+N2),329.45,332.00,328.85,331.90,2.75,0.84%,330.70,"2,040.20","674,701,840.00","318,614",多支付给空,800
mAu(T+D),327.92,330.99,327.02,330.92,2.25,0.68%,329.44,"7,289.80","2,401,565,918.00","977,870",多支付给空,"29,694"
Pt99.95,203.00,204.16,202.85,203.98,-0.37,-0.18%,203.55,546.00,"111,143,580.00",-,,
Ag99.99,"4,127","4,127","4,127","4,127",44,1.08%,"4,127",120.00,"495,240.00",8,,
Ag(T+D),"4,038","4,112","4,027","4,105",48,1.18%,"4,071","8,539,938.00","34,770,961,000.00","11,949,316",多支付给空,"54,870"
沪纽金TN06,332.50,335.20,331.05,335.05,2.40,0.72%,333.35,316.20,"105,401,180.00","29,390",,
沪纽金TN12,327.45,330.80,326.80,330.75,2.20,0.67%,328.95,255.00,"83,883,670.00","30,108",,
熊猫金币30g,335.35,337.50,335.35,337.11,1.84,0.55%,336.36,0.90,"302,726.40",-,,
