20191223
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au100g,334.65,337.79,334.00,33534.00%,-0.16,-0.05%,335.42,25,"8,452,638",-,,
Au99.95,334.11,336.00,334.10,33590.00%,1.70,0.51%,334.83,742,"248,446,560",-,,
Au99.99,335.36,336.32,333.05,33608.00%,1.19,0.36%,335.43,"19,088","6,393,152,891",-,,
PGC30g,340.69,342.42,340.69,34220.00%,1.99,0.58%,341.69,1,"328,031",-,,
Pt99.95,212.60,214.65,212.40,21358.00%,-3.17,-1.46%,213.16,384,"81,855,360",-,,
iAu99.99,331.41,334.00,331.21,33325.00%,0.55,0.17%,333.05,"1,732","576,943,894",-,,
Ag99.99,4215.00,4215.00,4215.00,421500.00%,82.00,1.98%,"4,215.00","3,000","12,645,000",200,,
Ag(T+D),4117.00,4191.00,4116.00,418200.00%,66.00,1.60%,"4,155.00","10,608,726","44,079,613,936","13,318,484",多支付给空,720
Au(T+D),333.80,335.93,333.33,33568.00%,1.89,0.57%,334.61,"45,310","15,161,273,560","249,700",多支付给空,"8,170"
Au(T+N1),338.60,341.00,338.55,33995.00%,1.30,0.38%,339.05,170,"57,567,410","110,652",,
Au(T+N2),341.80,343.05,341.05,34300.00%,1.35,0.40%,342.55,"1,544","528,862,240","83,552",,
NYAuTN06,337.65,339.60,337.20,33945.00%,1.70,0.50%,338.35,332,"112,199,370","38,148",,
NYAuTN12,342.00,343.90,341.50,34380.00%,1.75,0.51%,342.85,57,"19,610,500","5,984",,
mAu(T+D),334.10,336.08,333.53,33585.00%,1.62,0.48%,335.00,"6,264","2,098,508,916","1,051,354",多支付给空,"17,908"
