20191206
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,335.35,335.50,334.05,334.22,-1.87,-0.56%,335.16,516.00,"172,946,860.00",-,,
Au99.99,337.68,337.68,334.26,334.60,-1.89,-0.56%,335.33,"12,599.68","4,049,993,074.80",-,,
Au100g,337.00,337.00,335.02,336.39,-0.24,-0.07%,336.30,15.60,"5,246,424.00",-,,
iAu99.99,334.30,334.30,333.00,333.25,-1.34,-0.40%,333.25,200.22,"66,723,446.00",-,,
Au(T+D),335.47,336.16,333.80,334.00,-2.00,-0.60%,334.95,"54,414.00","18,226,485,180.00","226,570",多支付给空,"9,568"
Au(T+N1),341.00,341.45,338.90,339.00,-2.30,-0.67%,340.15,158.40,"53,882,730.00","105,764",多支付给空,
Au(T+N2),337.60,337.60,334.30,334.55,-2.05,-0.61%,334.65,33.00,"11,042,940.00","261,370",多支付给空,
mAu(T+D),335.85,336.48,334.20,334.43,-1.81,-0.54%,335.22,"5,953.00","1,995,600,596.00","1,053,032",多支付给空,"29,012"
Pt99.95,209.00,210.15,207.05,209.67,-1.06,-0.50%,209.55,592.00,"124,054,520.00",-,,
Ag99.99,"4,131","4,131","4,131","4,131",-23,-0.55%,"4,131",390.00,"1,611,090.00",26,,
Ag(T+D),"4,117","4,136","4,092","4,094",-54,-1.30%,"4,115","6,423,342.00","26,436,957,112.00","13,124,508",多支付给空,"279,180"
NYAuTN06,339.40,340.20,337.90,338.10,-1.95,-0.57%,339.05,385.80,"130,814,670.00","28,290",,
NYAuTN12,333.80,334.65,332.65,332.80,-2.05,-0.61%,333.45,296.60,"98,907,280.00","18,932",,
PGC30g,342.22,342.23,340.53,341.68,-0.88,-0.26%,341.68,0.24,"82,004.40",-,,
