20200109
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,350.00,350.00,344.50,345.43,-11.96,-3.35%,346.87,440.00,"152,625,300.00",-,,
Au99.99,355.55,358.60,344.00,345.84,-10.77,-3.02%,348.12,"19,991.76","6,866,654,300.40",-,,
Au100g,355.00,355.49,344.60,346.25,-10.15,-2.85%,348.54,73.00,"25,443,748.00",-,,
iAu99.99,352.62,352.64,343.00,344.57,-10.19,-2.87%,347.68,759.18,"263,958,017.40",-,,
Au(T+D),354.00,354.35,344.00,345.44,-11.40,-3.19%,349.43,"118,648.00","41,459,742,120.00","260,500",多支付给空,"26,724"
Au(T+N1),357.95,359.50,346.50,347.95,-12.65,-3.51%,351.75,993.00,"349,272,810.00","145,424",多支付给空,600
Au(T+N2),360.50,360.80,352.00,352.05,-11.55,-3.18%,355.20,885.80,"314,620,100.00","92,760",,
mAu(T+D),354.44,354.64,344.40,345.67,-11.25,-3.15%,349.62,"19,436.60","6,795,502,490.00","1,228,124",多支付给空,"46,812"
Pt99.95,223.30,223.30,218.50,218.56,-5.05,-2.26%,219.33,528.00,"115,811,140.00",-,,
Ag99.99,"4,313","4,313","4,313","4,313",-171,-3.81%,"4,313",60.00,"258,780.00",4,,
Ag(T+D),"4,414","4,426","4,258","4,279",-165,-3.71%,"4,345","18,689,530.00","81,221,190,956.00","12,932,468",空支付给多,"5,430"
沪纽金TN06,356.15,356.50,346.25,347.30,-11.65,-3.25%,351.85,938.80,"330,313,700.00","37,812",,
沪纽金TN12,360.65,361.05,350.70,352.15,-10.85,-2.99%,356.25,764.20,"272,250,670.00","15,380",,
熊猫金币30g,359.37,359.37,350.85,351.22,-12.02,-3.31%,353.02,1.50,"529,537.80",-,,
