20191111
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,328.10,330.60,328.00,330.51,-0.53,-0.16%,329.88,532.00,"175,498,820.00",-,,
Au99.99,335.00,335.00,327.02,330.93,-0.47,-0.14%,330.21,"9,781.58","3,215,501,085.80",-,,
Au100g,328.11,331.48,328.02,331.34,0.30,0.09%,330.66,22.40,"7,406,900.00",-,,
iAu99.99,327.50,330.00,327.50,329.66,-0.25,-0.08%,329.22,"2,200.42","724,432,900.00",-,,
Au(T+D),329.11,331.34,327.56,330.53,-0.84,-0.25%,329.43,"75,840.00","24,984,165,540.00","228,404",空支付给多,"16,562"
Au(T+N1),333.60,336.65,330.00,336.00,0.20,0.06%,335.40,96.60,"32,401,220.00","117,708",多支付给空,400
Au(T+N2),327.55,331.55,327.55,331.40,-0.15,-0.05%,330.75,"2,525.40","835,294,150.00","331,178",多支付给空,800
mAu(T+D),329.15,331.50,327.67,330.85,-0.50,-0.15%,329.64,"10,335.40","3,407,023,970.00","975,002",多支付给空,"19,474"
Pt99.95,206.00,206.60,205.85,206.52,-3.49,-1.66%,206.27,426.00,"87,875,040.00",-,,
Ag99.99,"4,101","4,101","4,098","4,099",-26,-0.63%,"4,099","14,460.00","59,278,770.00",964,,
Ag(T+D),"4,054","4,089","4,015","4,070",-70,-1.69%,"4,055","11,529,918.00","46,763,153,784.00","11,526,628",多支付给空,"150,120"
沪纽金TN06,333.05,335.55,331.95,334.80,-0.70,-0.21%,333.65,706.60,"235,751,790.00","27,944",,
沪纽金TN12,329.30,331.50,327.60,330.65,-0.10,-0.03%,329.35,342.60,"112,841,100.00","30,632",,
熊猫金币30g,334.59,337.03,334.59,336.72,-0.61,-0.18%,336.27,0.96,"322,822.80",-,,
