20191129
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,330.15,330.89,330.10,330.67,0.77,0.23%,330.49,410.00,"135,501,580.00",-,,
Au99.99,329.09,331.70,329.09,331.69,1.09,0.33%,330.68,"9,204.80","2,982,310,874.00",-,,
Au100g,330.56,331.50,330.50,331.50,0.40,0.12%,331.06,10.00,"3,310,678.00",-,,
iAu99.99,329.40,329.70,329.30,329.70,0.48,0.15%,329.41,"2,240.00","737,883,000.00",-,,
Au(T+D),329.86,330.86,329.75,330.45,0.49,0.15%,330.38,"32,050.00","10,588,934,480.00","217,580",空支付给多,"6,890"
Au(T+N1),336.00,336.15,335.00,336.10,0.85,0.25%,336.10,81.60,"27,427,180.00","101,898",多支付给空,400
Au(T+N2),330.95,331.10,330.95,331.05,0.50,0.15%,331.05,135.00,"44,693,600.00","264,660",多支付给空,800
mAu(T+D),330.48,331.15,329.80,330.61,0.37,0.11%,330.58,"3,047.40","1,007,423,412.00","1,004,448",多支付给空,"13,250"
Pt99.95,208.80,209.29,208.55,208.91,0.33,0.16%,208.82,272.00,"56,800,140.00",-,,
Ag(T+D),"4,089","4,102","4,084","4,090",-4,-0.10%,"4,091","2,042,140.00","8,356,069,626.00","12,823,488",多支付给空,"108,000"
沪纽金TN06,334.55,335.35,334.30,335.00,0.60,0.18%,334.85,59.80,"20,024,020.00","28,450",,
沪纽金TN12,329.40,330.20,329.25,329.70,0.40,0.12%,329.80,179.60,"59,234,720.00","20,550",,
PGC30g,336.85,337.15,336.54,336.88,0.34,0.10%,336.88,0.24,"80,852.40",-,,
