20200323
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,339.00,339.50,337.00,337.87,-1.34,-0.40%,338.80,126.00,"42,689,220.00",-,,
Au99.99,342.98,342.98,337.10,339.20,-0.80,-0.24%,338.94,"18,828.82","6,260,258,054.60",-,,
Au100g,341.00,341.00,338.00,339.13,-0.86,-0.25%,339.37,31.60,"10,724,242.00",-,,
iAu99.99,340.00,341.35,338.54,340.31,2.07,0.61%,340.55,"4,450.56","1,510,441,788.00",-,,
iAu100g,267.00,277.00,267.00,272.00,-15.06,-5.25%,272.00,0.40,"108,800.00",-,,
Au(T+D),340.99,340.99,336.75,338.75,2.19,0.65%,338.72,"122,590.00","41,524,608,580.00","255,162",多支付给空,"7,250"
Au(T+N1),341.00,342.60,337.50,338.50,0.95,0.28%,339.25,55.80,"18,931,620.00","193,232",多支付给空,200
Au(T+N2),340.60,346.50,340.60,342.75,1.95,0.57%,342.50,50.80,"17,399,190.00","117,214",多支付给空,"1,000"
mAu(T+D),340.20,340.65,337.00,338.83,2.28,0.68%,338.81,"21,381.40","7,244,437,548.00","942,828",多支付给空,"70,756"
Pt99.95,157.50,158.00,149.00,151.55,-6.45,-4.08%,154.04,"2,458.00","378,643,240.00",-,,
Ag99.99,"3,150","3,150","3,150","3,150",3,0.10%,"3,150","3,420.00","10,773,000.00",228,,
Ag(T+D),"3,136","3,142","3,055","3,108",81,2.68%,"3,102","17,258,384.00","53,552,522,110.00","9,461,722",空支付给多,"304,230"
NYAuTN06,342.60,343.25,339.40,341.35,2.05,0.60%,341.25,497.40,"169,749,790.00","59,132",,
NYAuTN12,345.95,346.25,341.50,343.85,1.55,0.45%,343.60,448.20,"153,992,630.00","38,552",,
PGC30g,344.13,344.19,343.45,343.73,-0.77,-0.22%,343.84,0.54,"185,673.60",-,,
