20191202
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,331.50,331.50,330.70,330.83,0.16,0.05%,330.82,356.00,"117,773,280.00",-,,
Au99.99,332.36,332.36,330.00,331.31,-0.38,-0.11%,331.41,"12,965.62","4,287,916,238.20",-,,
Au100g,330.50,331.99,330.50,331.93,0.43,0.13%,331.55,21.20,"7,028,924.00",-,,
iAu99.99,329.00,330.15,329.00,330.03,0.33,0.10%,330.02,"1,600.04","528,048,182.00",-,,
Au(T+D),330.30,332.40,329.51,330.94,0.56,0.17%,330.89,"43,080.00","14,255,055,520.00","218,436",空支付给多,"11,030"
Au(T+N1),336.00,337.00,335.90,336.15,0.05,0.01%,336.25,97.40,"32,751,230.00","102,632",,
Au(T+N2),329.95,331.80,329.50,331.65,0.60,0.18%,331.55,345.20,"114,449,600.00","263,010",多支付给空,
mAu(T+D),330.20,332.38,329.70,331.15,0.57,0.17%,331.20,"8,360.00","2,768,893,066.00","1,002,730",空支付给多,"42,550"
Pt99.95,209.30,209.39,209.10,209.11,0.20,0.10%,209.20,122.00,"25,523,500.00",-,,
Ag(T+D),"4,090","4,110","4,075","4,082",-9,-0.22%,"4,088","5,562,736.00","22,741,818,146.00","12,916,766",多支付给空,
沪纽金TN06,334.40,337.00,333.95,335.15,0.30,0.09%,335.40,205.60,"68,959,200.00","28,530",,
沪纽金TN12,329.25,331.50,328.80,330.00,0.20,0.06%,329.85,291.00,"95,981,410.00","20,936",,
PGC30g,337.26,337.60,337.26,337.37,0.49,0.15%,337.37,0.18,"60,727.20",-,,
