20191107
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,337.00,337.50,336.90,337.43,1.70,0.51%,337.13,554.00,"186,774,960.00",-,,
Au99.99,337.00,337.79,335.20,335.84,-0.21,-0.06%,337.48,"16,287.70","5,266,481,595.80",-,,
Au100g,333.00,344.98,333.00,337.85,1.37,0.41%,337.80,26.60,"8,985,744.00",-,,
iAu99.99,335.15,337.00,335.00,335.69,1.15,0.34%,336.18,"1,233.18","414,576,498.00",-,,
Au(T+D),335.43,337.90,334.75,335.48,-0.88,-0.26%,336.53,"56,372.00","18,971,329,460.00","242,742",多支付给空,"51,962"
Au(T+N1),342.50,343.55,342.50,343.30,1.10,0.32%,343.20,10.20,"3,500,470.00","116,476",多支付给空,
Au(T+N2),332.40,338.45,332.40,336.95,0.15,0.04%,337.40,393.60,"132,801,140.00","338,504",多支付给空,800
mAu(T+D),335.89,338.00,334.91,335.86,-0.65,-0.19%,336.70,"6,871.40","2,313,638,690.00","968,872",多支付给空,"37,590"
Pt99.95,215.40,216.50,215.40,216.06,1.85,0.86%,216.06,106.00,"22,903,200.00",-,,
Ag99.99,"4,279","4,279","4,279","4,279",18,0.42%,"4,279",60.00,"256,740.00",4,,
Ag(T+D),"4,222","4,258","4,176","4,234",-31,-0.73%,"4,227","12,081,666.00","51,071,150,456.00","11,772,020",多支付给空,"24,060"
NYAuTN06,339.40,341.50,338.80,339.55,-0.50,-0.15%,340.30,459.00,"156,210,430.00","25,424",,
NYAuTN12,335.90,338.00,335.10,335.90,-0.65,-0.19%,336.95,487.20,"164,153,950.00","28,958",,
PGC30g,342.89,344.21,342.89,343.83,1.90,0.56%,343.49,0.66,"226,707.00",-,,
