20191126
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,329.40,330.25,329.00,330.10,-0.28,-0.08%,329.50,610.00,"200,999,500.00",-,,
Au99.99,332.88,332.88,329.05,330.89,0.00,0.00%,329.87,"9,056.72","2,988,619,038.40",-,,
Au100g,332.35,332.35,329.80,331.90,0.01,0.00%,331.13,31.00,"10,265,160.00",-,,
iAu99.99,328.40,328.50,328.10,328.38,-2.17,-0.66%,328.37,500.02,"164,191,570.00",-,,
Au(T+D),330.26,330.89,328.64,330.06,-1.53,-0.46%,329.69,"41,842.00","13,794,901,520.00","199,816",多支付给空,"5,740"
Au(T+N1),335.00,335.45,334.00,334.15,-2.10,-0.62%,334.60,79.40,"26,568,580.00","98,848",,
Au(T+N2),330.35,331.10,329.70,330.60,-0.65,-0.20%,330.25,"2,202.60","727,377,320.00","266,018",多支付给空,900
mAu(T+D),330.20,331.20,328.95,330.22,-1.52,-0.46%,330.09,"7,553.00","2,493,179,000.00","1,000,870",空支付给多,"17,110"
Pt99.95,209.40,210.23,209.40,210.05,1.19,0.57%,209.90,334.00,"70,109,080.00",-,,
Ag99.99,"4,105","4,105","4,105","4,105",-49,-1.18%,"4,105",120.00,"492,600.00",8,,
Ag(T+D),"4,061","4,090","4,052","4,077",-18,-0.44%,"4,071","7,117,188.00","28,979,948,270.00","12,553,144",多支付给空,"46,110"
沪纽金TN06,335.10,335.55,333.20,334.60,-1.65,-0.49%,334.40,289.40,"96,772,110.00","29,172",,
沪纽金TN12,329.85,330.70,328.35,329.75,-1.85,-0.56%,329.45,234.60,"77,284,890.00","23,858",,
PGC30g,337.07,337.07,336.00,336.20,-1.25,-0.37%,336.27,0.72,"242,118.00",-,,
