20191115
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,331.40,331.40,330.30,330.52,-1.18,-0.36%,330.66,450.00,"148,799,360.00",-,,
Au99.99,333.00,333.00,330.62,331.12,-0.86,-0.26%,331.29,"25,345.44","8,096,075,573.60",-,,
Au100g,332.70,332.89,331.10,331.61,-0.72,-0.22%,331.95,17.80,"5,908,722.00",-,,
iAu99.99,330.70,330.80,330.70,330.75,-0.08,-0.02%,330.73,"1,900.00","628,395,000.00",-,,
Au(T+D),332.26,333.35,330.40,330.87,-0.36,-0.11%,331.56,"49,608.00","16,448,257,040.00","202,466",多支付给空,"19,224"
Au(T+N1),338.00,338.00,335.95,335.95,-0.70,-0.21%,336.25,10.80,"3,631,780.00","98,200",多支付给空,"1,000"
Au(T+N2),331.20,333.00,331.20,331.85,-0.35,-0.11%,331.90,31.00,"10,289,510.00","318,310",多支付给空,800
mAu(T+D),332.50,333.49,330.73,330.84,-0.67,-0.20%,331.72,"8,513.20","2,824,040,392.00","986,652",多支付给空,"53,662"
Pt99.95,205.54,205.66,204.67,204.67,0.52,0.25%,205.15,228.00,"46,776,080.00",-,,
Ag(T+D),"4,115","4,127","4,057","4,063",-39,-0.95%,"4,092","10,992,908.00","44,989,402,404.00","12,212,012",多支付给空,"377,040"
沪纽金TN06,336.25,338.00,335.10,335.40,-0.35,-0.10%,336.15,704.00,"236,636,820.00","31,518",,
沪纽金TN12,331.90,333.50,330.25,330.50,-0.75,-0.23%,331.55,269.40,"89,327,460.00","28,590",,
熊猫金币30g,339.00,339.00,337.52,337.84,-0.32,-0.09%,338.03,0.36,"121,692.00",-,,
