20200313
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,355.00,355.00,349.50,354.75,-10.34,-2.83%,353.25,338.00,"119,400,940.00",-,,
Au99.99,369.00,369.00,348.98,356.02,-10.47,-2.86%,353.36,"19,855.38","6,731,003,409.00",-,,
Au100g,365.01,365.08,350.00,357.20,-9.99,-2.72%,355.77,140.20,"49,880,018.00",-,,
iAu99.99,355.01,356.38,350.00,356.38,-9.47,-2.59%,356.31,"8,115.08","2,891,490,477.60",-,,
Au(T+D),366.80,366.80,348.58,355.47,-11.45,-3.12%,355.94,"348,256.00","123,959,223,660.00","270,978",多支付给空,"20,864"
Au(T+N1),365.10,365.95,349.20,356.20,-11.35,-3.09%,355.10,281.60,"99,992,920.00","151,224",,
Au(T+N2),367.50,368.00,353.90,360.35,-9.80,-2.65%,360.90,168.80,"60,919,340.00","114,198",多支付给空,600
mAu(T+D),366.72,366.79,348.80,355.44,-11.31,-3.08%,356.52,"63,676.00","22,702,250,958.00","990,812",空支付给多,"89,902"
Pt99.95,193.29,193.29,179.51,186.26,-13.82,-6.91%,184.09,"1,890.00","347,936,460.00",-,,
Ag99.99,"3,800","3,800","3,800","3,800",-215,-5.35%,"3,800",60.00,"228,000.00",4,,
Ag(T+D),"3,968","3,970","3,757","3,757",-240,-6.00%,"3,841","30,130,042.00","115,755,061,210.00","13,072,830",空支付给多,"67,110"
NYAuTN06,368.00,368.00,350.65,357.05,-11.50,-3.12%,357.55,"2,016.20","720,952,330.00","52,194",,
NYAuTN12,370.95,370.95,354.00,360.75,-11.15,-3.00%,360.40,901.80,"325,012,960.00","34,036",,
PGC30g,370.17,370.17,354.95,361.32,-10.41,-2.80%,359.00,3.60,"1,292,425.80",-,,
