20190305
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,279.70,280.20,279.30,279.43,-1.17,-0.42%,279.71,804.00,"224,888,900.00",-,,
Au99.99,280.73,280.73,278.00,279.50,-1.21,-0.43%,279.93,"15,021.82","4,184,576,780.80",-,,
Au100g,281.25,282.40,279.01,280.34,-1.83,-0.65%,280.56,43.80,"12,288,944.00",-,,
iAu99.99,277.41,279.00,277.10,277.69,-0.87,-0.31%,277.77,"2,673.56","742,649,798.60",-,,
Au(T+D),279.45,280.50,279.21,279.38,-2.99,-1.06%,279.79,"64,090.00","17,931,971,840.00","219,430",多支付给空,"13,292"
Au(T+N1),280.30,281.80,280.20,280.80,-1.60,-0.57%,281.00,417.20,"117,227,600.00","594,160",多支付给空,960
Au(T+N2),282.50,284.95,282.50,284.00,-1.90,-0.66%,284.05,659.80,"187,407,470.00","127,240",多支付给空,"8,600"
mAu(T+D),279.70,280.69,279.45,279.55,-2.66,-0.94%,279.97,"8,424.60","2,358,673,830.00","835,986",多支付给空,"80,666"
Pt99.95,193.83,194.11,193.83,194.02,-4.54,-2.29%,193.92,174.00,"33,743,640.00",-,,
Ag99.99,"3,600","3,600","3,600","3,600",0,0.00%,"3,600",600.00,"2,160,000.00",40,,
Ag(T+D),"3,558","3,589","3,553","3,572",-32,-0.89%,"3,568","6,241,086.00","22,271,389,924.00","12,180,672",空支付给多,"101,250"
PGC30g,285.48,285.50,285.40,285.47,-1.38,-0.48%,285.47,0.48,"137,026.80",-,,
