20200325
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,363.40,364.00,363.40,363.87,8.01,2.25%,363.64,102.00,"37,092,000.00",-,,
Au99.99,363.00,372.00,358.01,362.98,6.27,1.76%,364.09,"15,755.32","5,650,664,061.00",-,,
Au100g,366.31,368.00,358.14,364.00,7.11,1.99%,363.55,76.80,"27,921,046.00",-,,
iAu99.99,363.92,366.50,361.50,364.00,6.50,1.82%,363.96,131.94,"48,021,512.40",-,,
Au(T+D),367.90,369.42,358.06,363.47,11.88,3.38%,363.84,"177,260.00","64,494,692,260.00","249,702",空支付给多,"7,772"
Au(T+N1),365.15,375.00,361.00,364.80,10.65,3.01%,367.15,146.60,"53,824,280.00","193,808",多支付给空,400
Au(T+N2),369.00,377.50,362.60,368.35,15.30,4.33%,369.40,113.40,"41,889,140.00","117,522",,
mAu(T+D),367.10,368.80,358.36,363.50,12.09,3.44%,363.69,"31,761.60","11,551,598,476.00","934,718",多支付给空,"24,084"
Pt99.95,164.01,177.60,164.00,177.09,17.51,10.97%,174.85,"1,072.00","187,448,820.00",-,,
Ag99.99,"3,555","3,555","3,555","3,555",180,5.33%,"3,555",150.00,"533,250.00",10,,
Ag(T+D),"3,446","3,537","3,351","3,536",220,6.63%,"3,449","20,643,202.00","71,216,441,176.00","9,495,808",多支付给空,"485,640"
NYAuTN06,377.50,377.50,355.00,365.85,10.90,3.07%,366.80,"1,221.20","447,948,500.00","54,402",,
NYAuTN12,370.00,380.00,364.00,369.75,12.55,3.51%,369.10,228.20,"84,233,760.00","38,592",,
PGC30g,368.53,371.40,368.50,370.18,9.78,2.71%,369.88,1.98,"732,373.20",-,,
