20191213
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,335.00,335.00,330.00,330.34,-3.77,-1.13%,330.39,312.00,"103,081,740.00",-,,
Au99.99,335.00,336.90,330.00,331.75,-2.94,-0.88%,330.90,"23,416.20","7,648,220,354.80",-,,
Au100g,339.94,339.94,331.00,334.57,-0.30,-0.09%,332.43,32.40,"10,770,866.00",-,,
iAu99.99,333.18,333.18,328.20,328.79,-4.39,-1.32%,328.94,"1,202.12","395,428,714.20",-,,
Au(T+D),334.47,337.20,329.03,330.27,-3.55,-1.06%,332.01,"103,866.00","34,484,619,380.00","241,802",多支付给空,"10,420"
Au(T+N1),340.00,342.00,333.85,334.80,-3.55,-1.05%,335.95,131.80,"44,278,280.00","108,562",,
Au(T+N2),334.50,336.50,329.80,329.95,-4.45,-1.33%,332.85,68.20,"22,699,630.00","1,716",多支付给空,"164,406"
mAu(T+D),334.98,337.37,329.41,330.63,-3.41,-1.02%,332.47,"15,756.80","5,238,769,942.00","1,084,080",多支付给空,"40,348"
Pt99.95,217.64,218.68,215.14,215.54,-3.20,-1.46%,216.41,152.00,"32,895,680.00",-,,
Ag99.99,"4,090","4,090","4,090","4,090",27,0.66%,"4,090",60.00,"245,400.00",4,,
Ag(T+D),"4,094","4,149","4,036","4,060",-18,-0.44%,"4,086","13,358,380.00","54,583,182,968.00","13,348,636",多支付给空,"96,570"
NYAuTN06,338.70,341.20,333.00,334.20,-3.60,-1.07%,335.55,"1,185.60","397,849,020.00","37,802",,
NYAuTN12,333.00,335.00,327.50,328.85,-3.15,-0.95%,330.00,698.80,"230,596,770.00","14,758",,
PGC30g,338.30,338.30,336.25,336.68,-4.34,-1.27%,337.14,0.42,"141,601.20",-,,
