20200117
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,344.70,345.00,344.70,344.78,-0.59,-0.17%,344.89,214.00,"73,807,700.00",-,,
Au99.99,347.00,347.00,343.90,344.75,-0.70,-0.20%,344.79,"15,812.46","5,318,841,284.60",-,,
Au100g,346.01,346.33,343.32,345.33,-0.11,-0.03%,345.13,12.00,"4,141,586.00",-,,
iAu99.99,344.00,344.01,343.50,343.53,-1.02,-0.30%,343.81,110.40,"37,957,398.20",-,,
iAu100g,261.00,261.00,261.00,261.00,-89.00,-25.43%,261.00,0.60,"156,600.00",-,,
Au(T+D),346.05,346.05,343.71,344.29,-1.11,-0.32%,344.70,"35,176.00","12,125,329,320.00","244,926",空支付给多,"23,988"
Au(T+N1),347.70,347.90,346.70,347.70,-0.70,-0.20%,347.25,282.00,"97,928,990.00","145,500",多支付给空,
Au(T+N2),351.75,351.80,351.00,351.70,-0.60,-0.17%,351.70,29.60,"10,410,260.00","104,384",多支付给空,400
mAu(T+D),345.68,346.06,343.85,344.44,-1.10,-0.32%,344.76,"4,450.40","1,534,332,792.00","1,267,830",多支付给空,"55,484"
Pt99.95,229.50,230.51,229.50,230.10,-1.90,-0.82%,229.87,132.00,"30,343,300.00",-,,
Ag(T+D),"4,266","4,269","4,237","4,254",4,0.09%,"4,254","4,896,142.00","20,831,622,752.00","11,914,324",多支付给空,"181,080"
NYAuTN06,346.90,346.90,344.50,345.75,-0.50,-0.14%,345.55,185.20,"63,998,450.00","39,998",,
NYAuTN12,350.65,350.70,349.00,350.10,-0.45,-0.13%,349.65,116.20,"40,630,540.00","20,886",,
PGC30g,350.51,350.80,350.51,350.72,-0.58,-0.17%,350.72,0.24,"84,174.60",-,,
