20191112
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,328.75,328.82,326.80,327.25,-3.26,-0.99%,327.77,574.00,"188,388,900.00",-,,
Au99.99,333.00,333.00,326.00,327.82,-3.11,-0.94%,328.36,"10,664.32","3,394,699,920.60",-,,
Au100g,331.02,331.02,327.13,328.16,-3.18,-0.96%,329.44,44.40,"14,627,200.00",-,,
iAu99.99,327.20,327.20,326.50,326.83,-2.83,-0.86%,326.92,620.00,"202,694,000.00",-,,
Au(T+D),330.74,330.85,326.66,327.47,-1.96,-0.59%,328.97,"71,874.00","23,644,489,640.00","219,340",多支付给空,"19,430"
Au(T+N1),335.50,336.00,332.00,332.40,-3.00,-0.89%,332.90,315.20,"104,925,520.00","117,944",,
Au(T+N2),328.80,331.45,328.05,328.15,-2.60,-0.79%,329.15,152.80,"50,295,090.00","330,440",多支付给空,600
mAu(T+D),331.01,331.15,327.01,327.76,-1.88,-0.57%,328.67,"9,664.40","3,176,487,942.00","988,428",多支付给空,"18,480"
Pt99.95,207.00,207.00,204.10,204.35,-2.17,-1.05%,205.41,206.00,"42,315,780.00",-,,
Ag99.99,"4,083","4,083","4,083","4,083",-16,-0.39%,"4,083","1,500.00","6,124,500.00",100,,
Ag(T+D),"4,072","4,086","4,020","4,051",-4,-0.10%,"4,057","8,911,052.00","36,156,454,518.00","11,653,532",多支付给空,"213,750"
沪纽金TN06,334.90,334.95,330.95,331.75,-1.90,-0.57%,332.65,374.80,"124,679,140.00","28,858",,
沪纽金TN12,330.90,330.95,326.65,327.30,-2.05,-0.62%,328.55,290.00,"95,287,350.00","30,912",,
熊猫金币30g,335.48,336.00,334.11,335.27,-1.45,-0.43%,335.27,0.30,"100,582.80",-,,
