20191121
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,334.29,334.45,333.40,333.46,-0.14,-0.04%,333.97,"1,010.00","337,315,960.00",-,,
Au99.99,334.98,334.98,332.78,333.43,-0.17,-0.05%,334.04,"14,165.70","4,578,398,456.20",-,,
Au100g,334.00,335.50,333.52,335.23,0.23,0.07%,334.92,19.80,"6,631,566.00",-,,
iAu99.99,326.00,334.35,326.00,332.99,3.03,0.92%,333.70,"1,514.52","505,406,828.20",-,,
iAu100g,299.97,299.97,299.97,299.97,18.99,6.76%,299.97,0.40,"119,988.00",-,,
Au(T+D),333.90,334.62,332.23,333.16,-0.05,-0.02%,333.74,"52,512.00","17,525,620,440.00","199,470",多支付给空,"13,724"
Au(T+N1),338.95,339.95,338.20,339.00,0.80,0.24%,339.05,28.20,"9,561,370.00","98,450",,
Au(T+N2),334.35,335.90,334.05,335.65,1.05,0.31%,334.40,207.00,"69,218,150.00","288,832",多支付给空,
mAu(T+D),334.26,334.79,332.50,333.42,0.02,0.01%,333.87,"6,644.00","2,218,272,558.00","990,386",空支付给多,"34,908"
Pt99.95,213.38,213.87,213.38,213.45,1.43,0.67%,213.67,96.00,"20,512,440.00",-,,
Ag99.99,"4,153","4,155","4,153","4,154",30,0.73%,"4,154","12,000.00","49,848,000.00",800,,
Ag(T+D),"4,127","4,137","4,105","4,116",-2,-0.05%,"4,120","5,557,218.00","22,899,987,606.00","12,989,484",多支付给空,"54,930"
沪纽金TN06,338.75,339.55,337.00,337.95,-0.05,-0.01%,338.60,363.20,"122,982,630.00","30,674",,
沪纽金TN12,334.00,334.60,332.00,333.10,0.00,0.00%,333.65,512.20,"170,901,200.00","25,202",,
PGC30g,340.21,340.21,339.90,340.05,-0.12,-0.04%,340.05,0.12,"40,806.60",-,,
