20200316
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,344.30,347.50,344.30,345.07,-9.68,-2.73%,345.93,856.00,"307,039,100.00",-,,
Au99.99,358.88,358.88,341.00,345.00,-11.02,-3.10%,346.27,"12,455.12","4,319,603,135.20",-,,
Au100g,358.00,358.98,343.00,346.08,-11.12,-3.11%,349.44,89.60,"31,309,978.00",-,,
iAu99.99,357.30,357.30,344.00,347.00,-9.38,-2.63%,347.49,"4,083.60","1,419,042,975.00",-,,
Au(T+D),354.89,358.15,340.03,344.66,-11.28,-3.17%,348.18,"320,914.00","111,736,719,760.00","266,458",空支付给多,"11,342"
Au(T+N1),355.10,358.60,337.35,345.40,-9.70,-2.73%,345.10,275.80,"95,178,650.00","152,180",,
Au(T+N2),358.50,359.00,343.05,350.95,-9.95,-2.76%,349.40,254.40,"88,886,240.00","114,926",多支付给空,"1,880"
mAu(T+D),354.98,358.28,340.40,345.08,-11.44,-3.21%,348.09,"59,201.20","20,607,679,992.00","983,106",空支付给多,"49,302"
Pt99.95,185.50,185.50,178.00,178.88,-7.38,-3.96%,179.49,"1,516.00","272,119,360.00",-,,
Ag(T+D),"3,772","3,811","3,533","3,533",-308,-8.02%,"3,637","26,852,906.00","97,672,129,418.00","12,155,832",空支付给多,"30,750"
NYAuTN06,357.05,359.55,341.40,345.00,-12.55,-3.51%,348.55,"1,093.20","381,028,340.00","51,302",,
NYAuTN12,357.80,362.75,345.00,350.40,-10.00,-2.77%,352.25,555.60,"195,724,360.00","34,618",,
PGC30g,362.07,362.07,348.87,352.49,-8.83,-2.44%,352.15,3.24,"1,140,970.80",-,,
