20191105
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,341.90,341.90,340.00,340.29,-2.01,-0.59%,340.73,572.00,"194,900,660.00",-,,
Au99.99,345.00,345.00,340.40,340.99,-1.53,-0.45%,341.39,"9,080.66","3,007,542,797.60",-,,
Au100g,300.00,343.30,300.00,341.07,-1.44,-0.42%,341.63,20.00,"6,832,698.00",-,,
iAu99.99,331.00,344.00,331.00,340.00,-1.63,-0.48%,340.36,"2,111.26","718,590,517.20",-,,
Au(T+D),342.95,343.30,340.02,340.55,-2.17,-0.63%,341.57,"57,458.00","19,626,320,240.00","243,178",多支付给空,"20,468"
Au(T+N1),350.70,350.70,346.50,346.70,-2.25,-0.64%,347.25,38.80,"13,473,630.00","115,770",,
Au(T+N2),343.95,343.95,341.15,341.25,-2.70,-0.78%,341.85,"2,437.60","833,277,880.00","349,086",多支付给空,800
mAu(T+D),343.20,343.38,340.30,340.87,-1.97,-0.57%,341.62,"5,367.20","1,833,562,900.00","963,744",多支付给空,"33,924"
Pt99.95,218.08,218.10,217.74,217.90,-4.04,-1.82%,217.98,308.00,"67,137,980.00",-,,
Ag(T+D),"4,376","4,395","4,339","4,348",-11,-0.25%,"4,364","8,173,310.00","35,669,585,716.00","11,847,836",多支付给空,"168,480"
NYAuTN06,346.25,346.75,343.80,344.45,-1.45,-0.42%,344.85,341.20,"117,668,390.00","21,892",,
NYAuTN12,343.00,343.35,340.10,340.70,-1.90,-0.55%,341.65,676.40,"231,103,390.00","27,066",,
PGC30g,349.00,349.00,348.00,348.11,-1.45,-0.41%,348.38,1.14,"397,155.00",-,,
