20181030
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收方向,交收量
Au99.95,276.80,276.90,276.10,276.20,-0.37,-0.13%,276.47,472.00,"130,496,320.00",-,,
Au99.99,277.30,277.39,275.80,275.80,-1.40,-0.51%,276.56,"24,097.54","6,666,213,014.60",-,,
Au100g,276.56,277.49,276.00,276.16,-0.97,-0.35%,276.80,22.60,"6,255,770.00",-,,
iAu99.99,275.40,275.40,274.90,275.14,-0.81,-0.29%,275.15,238.18,"65,537,572.00",-,,
Au(T+D),276.65,277.05,275.77,275.79,-1.65,-0.59%,276.44,"50,820.00","14,048,876,360.00","172,024",多支付给空,"13,828"
Au(T+N1),282.00,282.40,281.50,281.50,-1.05,-0.37%,281.90,31.20,"8,795,970.00","61,970",多支付给空,"1,200"
Au(T+N2),278.60,278.60,276.50,277.20,-1.20,-0.43%,277.45,"8,299.80","2,302,696,140.00","484,510",,
mAu(T+D),276.70,277.24,275.88,275.90,-1.63,-0.59%,276.52,"3,249.80","898,648,200.00","406,240",空支付给多,"15,868"
Pt99.95,200.42,200.87,200.42,200.71,0.75,0.38%,200.62,100.00,"20,062,900.00",-,,
Ag99.99,"3,585","3,585","3,585","3,585",-18,-0.50%,"3,585","2,400.00","8,604,000.00",160,,
Ag(T+D),"3,580","3,591","3,543","3,545",-40,-1.12%,"3,561","3,920,512.00","13,961,625,046.00","11,415,290",空支付给多,"112,710"
PGC30g,277.11,281.00,277.10,280.29,-0.79,-0.28%,279.05,1.68,"468,808.20",-,,
