20191216
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,332.80,333.75,332.80,333.60,3.26,0.99%,333.21,210.00,"69,975,120.00",-,,
Au99.99,332.68,334.16,330.20,334.16,2.41,0.73%,333.22,"19,163.72","6,207,277,109.00",-,,
Au100g,330.44,334.00,330.44,333.99,-0.58,-0.17%,333.34,19.60,"6,533,518.00",-,,
iAu99.99,331.80,332.60,331.50,331.80,3.01,0.92%,331.80,100.08,"33,206,554.00",-,,
Au(T+D),331.15,334.26,329.28,333.80,1.79,0.54%,332.23,"70,800.00","23,522,501,500.00","240,994",多支付给空,"13,996"
Au(T+N1),336.75,338.25,334.00,338.20,2.25,0.67%,335.80,320.20,"107,524,400.00","108,636",多支付给空,500
Au(T+N2),337.50,341.50,336.65,341.20,8.35,2.51%,340.55,"1,627.00","554,061,040.00","17,824",,
mAu(T+D),331.50,334.34,329.58,333.87,1.40,0.42%,332.53,"12,347.00","4,105,827,134.00","1,065,430",多支付给空,"37,874"
Pt99.95,215.73,216.62,215.49,216.44,0.90,0.42%,215.96,114.00,"24,620,460.00",-,,
Ag99.99,"4,142","4,142","4,142","4,142",52,1.27%,"4,142",120.00,"497,040.00",8,,
Ag(T+D),"4,072","4,116","4,048","4,115",29,0.71%,"4,085","9,812,638.00","40,085,242,174.00","13,193,978",多支付给空,390
NYAuTN06,334.80,338.00,333.15,337.70,2.15,0.64%,335.95,"1,135.40","381,455,730.00","37,930",,
NYAuTN12,335.00,342.15,334.00,342.00,13.35,4.06%,339.55,544.60,"184,911,780.00","4,164",,
PGC30g,337.15,339.90,337.15,338.98,2.30,0.68%,338.98,0.30,"101,695.20",-,,
