20191127
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,330.65,330.65,330.31,330.65,0.55,0.17%,330.52,554.00,"183,108,540.00",-,,
Au99.99,331.95,331.95,329.50,331.50,0.61,0.18%,330.82,"25,648.82","8,390,111,753.00",-,,
Au100g,330.27,332.30,330.00,330.96,-0.94,-0.28%,331.28,23.80,"7,884,566.00",-,,
iAu99.99,329.00,329.75,329.00,329.72,1.34,0.41%,329.65,417.24,"137,547,184.00",-,,
Au(T+D),330.67,331.19,329.00,330.51,0.82,0.25%,330.40,"44,266.00","14,625,645,940.00","202,956",多支付给空,"4,548"
Au(T+N1),334.05,336.00,333.00,335.60,1.00,0.30%,335.50,85.60,"28,718,310.00","98,876",,
Au(T+N2),331.50,331.50,330.50,331.00,0.75,0.23%,331.00,0.40,"132,400.00","266,016",多支付给空,"1,700"
mAu(T+D),330.68,331.55,329.27,330.90,0.81,0.25%,330.74,"6,260.80","2,070,734,450.00","993,946",多支付给空,"35,012"
Pt99.95,210.80,210.80,210.80,210.80,0.75,0.36%,210.80,12.00,"2,529,600.00",-,,
Ag99.99,"4,133","4,133","4,128","4,129",24,0.58%,"4,129","24,000.00","99,112,050.00","1,600",,
Ag(T+D),"4,085","4,115","4,063","4,103",32,0.79%,"4,094","7,668,228.00","31,398,427,108.00","13,070,558",多支付给空,"10,650"
沪纽金TN06,335.35,335.55,333.60,335.00,0.60,0.18%,334.75,181.00,"60,594,990.00","28,966",,
沪纽金TN12,329.75,330.70,328.55,330.10,0.65,0.20%,329.90,201.00,"66,306,810.00","22,928",,
PGC30g,337.11,337.37,337.00,337.16,0.96,0.29%,337.16,0.18,"60,688.80",-,,
