20200122
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Ag(T+D),4279.00,4281.00,4198.00,4217.00,-6800.00%,-1.59%,"4,230.00","9,106,876.00","38,528,862,580","11,402,750",多支付给空,"117,600"
Au(T+D),346.36,347.20,344.03,345.89,-181.00%,-0.52%,345.75,"41,078.00","14,202,943,560","236,064",多支付给空,"9,180"
Au(T+N1),349.00,349.95,347.00,348.15,-290.00%,-0.83%,348.85,293.80,"102,494,040","139,636",多支付给空,
Au(T+N2),353.30,353.40,351.50,352.70,-210.00%,-0.59%,352.75,5.80,"2,045,890","104,774",多支付给空,400
NYAuTN06,347.90,348.50,345.50,346.65,-195.00%,-0.56%,347.00,244.20,"84,736,610","39,418",,
NYAuTN12,352.50,352.70,347.55,350.95,-225.00%,-0.64%,351.25,124.80,"43,837,220","22,628",,
mAu(T+D),346.70,347.38,344.00,345.71,-175.00%,-0.50%,345.75,"6,809.00","2,354,244,008","1,238,804",多支付给空,"17,636"
Au100g,346.21,347.89,344.99,345.11,-290.00%,-0.83%,346.04,12.80,"4,429,324",-,,
Au99.95,346.00,346.00,345.10,345.30,-305.00%,-0.88%,345.33,158.00,"54,563,200",-,,
Au99.99,342.00,347.85,342.00,345.86,-234.00%,-0.67%,345.74,"10,415.84","3,491,869,559",-,,
PGC30g,351.88,351.88,351.22,351.56,-258.00%,-0.73%,351.56,0.18,"63,281",-,,
Pt99.95,232.06,232.06,229.10,229.65,-338.00%,-1.45%,229.65,62.00,"14,238,380",-,,
iAu99.99,345.00,345.30,344.40,344.80,-225.00%,-0.65%,344.80,4.80,"1,655,040",-,,
