20191203
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,332.00,332.20,331.40,331.82,0.99,0.30%,331.76,622.00,"206,359,980.00",-,,
Au99.99,331.40,333.00,331.02,333.00,1.69,0.51%,332.16,"14,385.82","4,614,137,669.60",-,,
Au100g,344.99,344.99,331.01,332.60,0.67,0.20%,333.07,27.20,"9,059,656.00",-,,
iAu99.99,331.10,331.10,330.65,330.74,0.71,0.22%,330.86,800.00,"264,690,000.00",-,,
Au(T+D),331.00,332.38,330.72,332.00,1.11,0.34%,331.76,"42,342.00","14,047,690,840.00","218,362",多支付给空,"8,750"
Au(T+N1),336.20,337.40,336.10,336.75,0.50,0.15%,336.50,135.60,"45,628,350.00","102,784",,
Au(T+N2),331.15,332.50,331.15,332.10,0.55,0.17%,332.30,115.40,"38,348,280.00","261,882",多支付给空,400
mAu(T+D),331.21,332.60,331.00,332.38,1.18,0.36%,332.05,"5,317.00","1,765,541,178.00","963,898",空支付给多,"69,216"
Pt99.95,209.77,209.89,209.30,209.45,0.34,0.16%,209.65,170.00,"35,640,860.00",-,,
Ag99.99,"4,110","4,110","4,110","4,110",-17,-0.41%,"4,110",60.00,"246,600.00",4,,
Ag(T+D),"4,079","4,098","4,078","4,086",-2,-0.05%,"4,089","3,504,228.00","14,328,798,706.00","13,051,826",多支付给空,450
NYAuTN06,335.40,336.95,335.00,336.05,0.65,0.19%,335.95,343.40,"115,371,160.00","27,726",,
NYAuTN12,330.20,331.65,330.00,330.80,0.95,0.29%,330.75,253.60,"83,881,090.00","20,234",,
PGC30g,337.35,338.60,337.35,338.05,0.68,0.20%,338.05,0.18,"60,849.00",-,,
