20190114
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,283.50,283.50,281.59,283.20,0.49,0.17%,282.50,"1,304.00","368,390,120.00",-,,
Au99.99,283.49,283.50,282.03,283.50,0.30,0.11%,282.66,"23,254.50","6,562,562,678.60",-,,
Au100g,283.10,283.66,282.41,283.65,-0.11,-0.04%,283.29,24.40,"6,912,352.00",-,,
iAu99.99,281.01,282.32,280.20,281.29,0.23,0.08%,280.75,"4,868.54","1,366,866,876.00",-,,
Au(T+D),282.20,283.15,281.87,282.88,-0.10,-0.04%,282.48,"58,666.00","16,572,024,880.00","218,358",多支付给空,"9,054"
Au(T+N1),285.70,285.70,284.05,285.05,-0.25,-0.09%,284.65,"2,292.00","652,413,630.00","204,542",多支付给空,
Au(T+N2),289.40,289.40,287.90,288.40,-0.50,-0.17%,288.15,113.40,"32,679,090.00","53,610",多支付给空,"1,600"
mAu(T+D),282.37,283.30,281.93,283.03,0.03,0.01%,282.43,"9,421.40","2,660,890,682.00","831,884",空支付给多,"36,290"
Pt99.95,189.80,189.80,189.00,189.30,-2.88,-1.50%,189.52,160.00,"30,324,440.00",-,,
Ag99.99,"3,723","3,723","3,723","3,723",-12,-0.32%,"3,723",360.00,"1,340,280.00",24,,
Ag(T+D),"3,703","3,708","3,686","3,692",-10,-0.27%,"3,694","3,288,218.00","12,147,331,948.00","10,574,886",空支付给多,"168,600"
PGC30g,292.90,292.90,292.90,292.90,1.88,0.65%,292.90,0.06,"17,574.00",-,,
