20191212
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,333.00,334.49,333.00,334.11,1.73,0.52%,334.07,410.00,"136,972,160.00",-,,
Au99.99,334.00,334.85,332.10,334.69,2.01,0.60%,334.58,"19,596.68","6,292,452,908.00",-,,
Au100g,332.30,335.90,332.30,334.87,1.17,0.35%,334.81,25.40,"8,504,332.00",-,,
iAu99.99,332.50,333.50,332.50,333.18,2.12,0.64%,333.22,754.14,"251,299,084.80",-,,
Au(T+D),333.10,334.49,332.53,334.09,1.54,0.46%,333.82,"34,652.00","11,567,671,760.00","232,876",多支付给空,"5,940"
Au(T+N1),337.25,339.25,336.65,339.00,1.50,0.44%,338.35,94.60,"32,009,820.00","107,370",,
Au(T+N2),333.00,334.95,333.00,334.45,1.25,0.38%,334.40,36.40,"12,173,150.00","166,356",多支付给空,"33,656"
mAu(T+D),333.25,334.71,332.96,334.45,1.66,0.50%,334.04,"7,983.60","2,666,880,168.00","1,093,898",多支付给空,"35,900"
Pt99.95,218.58,219.28,218.55,218.74,4.22,1.97%,218.98,324.00,"70,951,880.00",-,,
Ag(T+D),"4,047","4,104","4,039","4,090",48,1.19%,"4,078","6,988,860.00","28,505,695,386.00","13,291,556",多支付给空,"85,350"
沪纽金TN06,337.00,338.65,336.60,338.20,1.50,0.45%,337.80,371.00,"125,326,000.00","33,678",,
沪纽金TN12,331.25,332.85,331.00,332.45,1.40,0.42%,332.00,121.40,"40,305,030.00","17,436",,
PGC30g,339.28,341.11,339.28,341.02,2.02,0.60%,340.33,1.08,"367,557.60",-,,
