20200114
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.5,342.50,342.50,342.50,342.50,70.90,26.10%,342.50,100.00,"34,250,000.00",-,,
Au99.95,341.90,342.60,340.90,341.88,-4.24,-1.23%,341.44,232.00,"78,761,900.00",-,,
Au99.99,347.58,347.58,340.50,342.96,-2.74,-0.79%,341.68,"21,904.66","7,179,385,218.20",-,,
Au100g,345.25,347.65,340.13,342.51,-3.61,-1.04%,342.68,49.80,"17,065,522.00",-,,
iAu99.99,344.02,344.02,340.13,340.64,-4.50,-1.30%,340.65,105.04,"35,782,712.80",-,,
Au(T+D),345.81,346.43,340.19,342.79,-4.03,-1.16%,342.50,"70,826.00","24,258,470,880.00","262,344",空支付给多,"23,376"
Au(T+N1),348.00,348.40,343.00,343.90,-5.60,-1.60%,346.75,53.00,"18,378,960.00","145,452",多支付给空,
Au(T+N2),354.85,354.85,347.25,348.00,-4.90,-1.39%,347.50,248.20,"86,248,770.00","95,406",多支付给空,400
mAu(T+D),345.98,346.50,340.42,342.78,-4.10,-1.18%,342.61,"12,636.80","4,329,589,240.00","1,270,482",多支付给空,"25,248"
Pt99.95,221.15,222.06,220.44,220.83,-1.85,-0.83%,220.88,276.00,"60,964,540.00",-,,
Ag(T+D),"4,283","4,294","4,186","4,213",-84,-1.95%,"4,230","10,172,418.00","43,039,453,822.00","11,697,436",多支付给空,"902,550"
NYAuTN06,347.00,347.60,341.90,344.00,-4.35,-1.25%,344.80,497.20,"171,427,230.00","39,782",,
NYAuTN12,352.00,352.40,346.80,348.65,-4.25,-1.20%,348.45,263.00,"91,648,160.00","18,464",,
PGC30g,350.00,350.00,346.55,347.20,-5.77,-1.63%,347.43,1.14,"396,073.80",-,,
