20200204
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,345.99,355.30,345.99,353.60,-3.08,-0.86%,353.29,194.00,"68,538,300.00",-,,
Au99.99,357.80,357.80,353.61,354.06,-2.05,-0.58%,354.67,"3,275.44","1,161,710,592.00",-,,
Au100g,356.00,356.86,353.90,354.11,-1.91,-0.54%,355.73,17.60,"6,260,920.00",-,,
iAu99.99,274.61,355.00,274.61,354.23,-1.27,-0.36%,352.35,16.80,"5,919,644.00",-,,
iAu100g,262.00,262.00,262.00,262.00,0.00,0.00%,262.00,0.20,"52,400.00",-,,
Au(T+D),356.00,357.08,353.55,353.92,-2.51,-0.70%,355.32,"49,090.00","17,442,870,560.00","225,394",多支付给空,"10,264"
Au(T+N1),360.00,360.00,356.30,356.55,-3.20,-0.89%,357.00,65.00,"23,206,370.00","150,038",,
Au(T+N2),362.05,363.95,360.70,361.35,-2.00,-0.55%,361.70,18.20,"6,583,330.00","104,900",,
mAu(T+D),357.10,357.20,353.68,354.03,-2.67,-0.75%,355.60,"7,784.60","2,768,265,450.00","1,252,894",多支付给空,"27,882"
Ag(T+D),"4,281","4,286","4,244","4,260",-24,-0.56%,"4,263","3,794,626.00","16,179,095,090.00","10,917,134",多支付给空,"44,490"
NYAuTN06,357.60,358.50,355.20,355.40,-2.45,-0.68%,356.90,237.40,"84,727,590.00","39,296",,
NYAuTN12,362.20,362.50,359.10,359.45,-2.40,-0.66%,360.95,119.80,"43,242,630.00","22,464",,
PGC30g,363.17,363.17,359.95,360.97,-1.68,-0.46%,361.61,1.08,"390,541.20",-,,
