20200327
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,366.00,367.00,365.40,365.80,3.80,1.05%,365.93,130.00,"47,572,000.00",-,,
Au99.99,367.00,367.98,364.12,365.45,3.45,0.95%,366.24,"25,550.38","8,780,164,241.40",-,,
Au100g,359.00,367.00,359.00,365.50,2.76,0.76%,365.91,37.80,"13,831,572.00",-,,
iAu99.99,366.18,367.27,366.18,366.71,0.53,0.14%,366.63,0.88,"322,634.40",-,,
Au(T+D),365.10,368.96,364.01,365.98,2.71,0.75%,366.62,"136,958.00","50,212,390,940.00","252,282",多支付给空,"15,034"
Au(T+N1),367.00,369.95,364.00,368.10,4.00,1.10%,367.50,104.60,"38,441,530.00","195,084",,
Au(T+N2),369.90,371.95,367.45,369.70,3.15,0.86%,370.15,19.80,"7,328,620.00","117,794",,
mAu(T+D),365.04,368.68,364.04,365.86,2.54,0.70%,366.59,"20,079.20","7,360,902,778.00","913,542",空支付给多,"30,616"
Pt99.95,175.00,182.10,175.00,179.00,3.00,1.70%,179.97,514.00,"92,506,040.00",-,,
Ag99.99,"3,585","3,585","3,575","3,580",53,1.50%,"3,580","3,540.00","12,673,200.00",236,,
Ag(T+D),"3,544","3,598","3,513","3,546",41,1.17%,"3,556","13,755,242.00","48,917,481,752.00","9,499,760",多支付给空,"368,160"
沪纽金TN06,368.55,372.00,366.75,368.65,2.85,0.78%,369.20,678.40,"250,460,050.00","56,330",,
沪纽金TN12,369.75,373.45,368.10,371.10,2.85,0.77%,371.25,311.00,"115,459,950.00","39,576",,
熊猫金币30g,373.32,375.43,371.05,372.44,3.66,0.99%,372.75,1.92,"715,698.60",-,,
