20191211
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,332.30,332.60,332.30,332.38,0.38,0.11%,332.43,552.00,"183,523,800.00",-,,
Au99.99,332.91,333.53,332.34,332.68,-0.75,-0.22%,332.71,"15,636.86","5,202,272,442.40",-,,
Au100g,333.51,333.90,333.38,333.70,-0.25,-0.07%,333.73,11.20,"3,737,778.00",-,,
iAu99.99,331.20,331.50,330.00,331.06,0.31,0.09%,331.06,"1,286.00","425,704,200.00",-,,
Au(T+D),332.80,333.35,331.95,332.49,0.37,0.11%,332.55,"51,250.00","17,043,672,800.00","231,906",多支付给空,"8,716"
Au(T+N1),337.70,337.70,337.10,337.10,0.25,0.07%,337.50,135.60,"45,762,960.00","107,122",,
Au(T+N2),333.20,333.20,332.50,333.20,0.95,0.29%,333.20,10.20,"3,398,500.00","200,354",多支付给空,"30,000"
mAu(T+D),333.26,333.50,332.28,332.70,0.32,0.10%,332.79,"6,123.40","2,037,837,992.00","1,090,496",多支付给空,"40,116"
Pt99.95,214.24,214.70,214.00,214.52,4.30,2.05%,214.53,42.00,"9,010,520.00",-,,
Ag(T+D),"4,048","4,053","4,033","4,044",5,0.12%,"4,042","3,224,994.00","13,037,897,456.00","13,352,582",多支付给空,"46,560"
NYAuTN06,337.20,337.50,336.20,336.60,0.30,0.09%,336.70,471.40,"158,732,740.00","33,458",,
NYAuTN12,331.25,331.70,330.30,330.65,0.15,0.05%,331.05,143.40,"47,475,800.00","18,048",,
PGC30g,339.05,339.05,339.00,339.00,0.52,0.15%,339.01,0.84,"284,769.00",-,,
