20200324
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,344.60,358.00,344.60,355.86,17.99,5.32%,356.71,210.00,"74,910,200.00",-,,
Au99.99,343.00,358.96,339.00,356.71,17.51,5.16%,356.33,"21,090.20","7,265,926,447.20",-,,
Au100g,340.51,359.00,340.51,356.89,17.76,5.24%,354.04,76.80,"27,190,916.00",-,,
iAu99.99,344.50,358.30,344.50,357.50,17.19,5.05%,357.44,"2,233.56","801,965,890.00",-,,
iAu100g,260.00,260.00,260.00,260.00,-12.00,-4.41%,260.00,1.20,"312,000.00",-,,
Au(T+D),340.11,359.18,340.10,356.90,18.18,5.37%,351.59,"249,656.00","87,778,973,080.00","254,206",多支付给空,"15,992"
Au(T+N1),342.85,359.95,339.10,358.10,18.85,5.56%,354.15,168.20,"59,571,930.00","193,536",多支付给空,400
Au(T+N2),345.40,363.25,344.20,360.55,18.05,5.27%,353.05,90.00,"31,773,890.00","117,236",,
mAu(T+D),339.86,360.00,339.75,356.96,18.15,5.36%,351.41,"47,798.20","16,796,903,962.00","931,642",空支付给多,"42,956"
Pt99.95,153.00,163.85,152.00,159.58,8.03,5.30%,158.71,"1,408.00","223,472,180.00",-,,
Ag99.99,"3,375","3,375","3,375","3,375",225,7.14%,"3,375",180.00,"607,500.00",12,,
Ag(T+D),"3,114","3,495","3,109","3,353",251,8.09%,"3,316","27,960,762.00","92,727,438,386.00","9,553,062",多支付给空,"3,600"
NYAuTN06,345.00,364.95,340.80,358.80,17.55,5.14%,354.95,"1,158.40","411,196,790.00","56,486",,
NYAuTN12,346.55,365.00,346.55,362.75,19.15,5.57%,357.20,530.60,"189,527,540.00","38,670",,
PGC30g,343.73,363.50,343.73,360.40,16.67,4.85%,356.16,1.86,"662,475.00",-,,
