20180615
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收方向,交收量
Au99.95,269.60,269.65,268.80,268.97,0.41,0.15%,269.39,"4,044.00","1,135,021,640.00",-,,
Au99.99,269.00,269.80,268.61,268.67,-0.26,-0.10%,269.45,"26,217.44","7,214,915,320.80",-,,
Au100g,269.03,270.00,269.01,269.22,0.19,0.07%,269.39,42.80,"11,530,054.00",-,,
iAu99.99,268.80,268.80,267.95,268.22,1.19,0.45%,268.37,900.00,"241,535,000.00",-,,
Au(T+D),268.90,270.00,268.80,268.85,0.71,0.26%,269.42,"52,352.00","14,105,192,540.00","202,138",多支付给空,"10,520"
Au(T+N1),269.45,277.85,269.00,269.10,0.55,0.20%,270.50,860.00,"232,635,560.00",672,多支付给空,"95,760"
Au(T+N2),273.95,274.40,273.00,273.00,0.50,0.18%,273.80,81.60,"22,340,690.00","379,528",多支付给空,
mAu(T+D),269.00,269.91,268.53,268.86,0.61,0.23%,269.45,"6,121.40","1,649,411,660.00","393,146",多支付给空,"21,762"
Pt99.95,201.40,201.40,201.20,201.30,0.79,0.39%,201.35,54.00,"10,873,400.00",-,,
Ag(T+D),"3,749","3,792","3,742","3,760",38,1.02%,"3,768","7,057,038.00","26,595,297,548.00","9,567,128",空支付给多,"83,490"
